Sin,Cos,Vol,Occ,Label
0.30070579950427334,-0.9537169507482268,117.0,5.07,1
0.2588190451025206,-0.9659258262890683,108.5,4.6899999999999995,1
0.21643961393810318,-0.9762960071199333,136.0,5.77,1
0.17364817766693028,-0.984807753012208,143.0,6.195,1
0.13052619222005157,-0.9914448613738104,144.5,6.3,1
0.0871557427476582,-0.9961946980917455,151.5,7.085,0
0.04361938736533607,-0.9990482215818578,173.0,8.76,0
1.2246467991473532e-16,-1.0,140.0,6.14,1
-0.04361938736533583,-0.9990482215818578,124.0,5.18,1
-0.08715574274765794,-0.9961946980917455,111.5,4.715,1
-0.13052619222005132,-0.9914448613738105,142.0,6.495,0
-0.17364817766693003,-0.9848077530122081,143.5,6.04,1
-0.21643961393810293,-0.9762960071199334,139.5,6.18,1
-0.25881904510252035,-0.9659258262890684,130.5,5.824999999999999,1
-0.30070579950427306,-0.9537169507482269,161.0,6.98,0
-0.34202014332566866,-0.9396926207859084,141.5,6.27,1
-0.38268343236508967,-0.9238795325112868,150.0,6.295,1
-0.4226182617406989,-0.9063077870366503,139.0,5.865,1
-0.46174861323503413,-0.8870108331782216,146.0,6.199999999999999,1
-0.5000000000000001,-0.8660254037844386,154.5,6.57,1
-0.5372996083468239,-0.8433914458128856,151.5,6.78,0
-0.5735764363510458,-0.819152044288992,119.5,4.65,1
-0.6087614290087203,-0.7933533402912354,145.5,6.395,1
-0.6427876096865389,-0.7660444431189783,162.0,7.299999999999999,0
-0.6755902076156601,-0.7372773368101241,138.5,6.44,0
-0.7071067811865475,-0.7071067811865477,128.5,5.26,1
-0.7372773368101239,-0.6755902076156604,153.0,6.640000000000001,0
-0.7660444431189779,-0.6427876096865395,133.0,5.33,1
-0.7933533402912349,-0.6087614290087209,146.0,5.96,1
-0.8191520442889921,-0.5735764363510456,113.5,4.970000000000001,0
-0.8433914458128855,-0.5372996083468242,158.0,6.495,1
-0.8660254037844385,-0.5000000000000004,162.0,6.835,1
-0.8870108331782215,-0.46174861323503436,154.5,7.0,0
-0.9063077870366497,-0.42261826174069994,141.0,6.21,1
-0.9238795325112868,-0.3826834323650895,159.0,6.93,1
-0.9396926207859084,-0.34202014332566855,161.0,7.01,0
-0.9537169507482269,-0.30070579950427295,134.0,6.0649999999999995,0
-0.9659258262890683,-0.25881904510252063,133.5,5.4350000000000005,1
-0.9762960071199331,-0.21643961393810368,140.5,5.455,1
-0.984807753012208,-0.17364817766693033,165.5,7.1,1
-0.9914448613738104,-0.13052619222005163,126.5,5.265000000000001,1
-0.9961946980917455,-0.08715574274765825,160.0,6.35,1
-0.9990482215818578,-0.04361938736533613,127.0,5.58,0
-1.0,-1.8369701987210297e-16,175.5,7.605,0
-0.9990482215818578,0.043619387365335764,181.5,7.6899999999999995,0
-0.9961946980917455,0.08715574274765789,213.0,17.04,0
-0.9914448613738105,0.13052619222005127,176.5,17.22,0
-0.9848077530122081,0.17364817766692997,159.0,6.645,0
-0.9762960071199335,0.21643961393810246,168.0,7.279999999999999,0
-0.9659258262890684,0.2588190451025203,154.0,7.86,0
-0.9537169507482268,0.30070579950427345,177.5,9.344999999999999,0
-0.9396926207859083,0.342020143325669,143.0,7.53,0
-0.9238795325112866,0.38268343236509,131.5,6.41,0
-0.9063077870366503,0.42261826174069883,111.0,5.67,0
-0.887010833178222,0.46174861323503325,116.5,5.655,1
-0.866025403784439,0.49999999999999933,97.5,7.045,1
-0.8433914458128857,0.5372996083468239,132.0,5.970000000000001,1
-0.8191520442889918,0.573576436351046,90.5,4.465,0
-0.7933533402912352,0.6087614290087205,123.0,6.525,0
-0.7660444431189781,0.6427876096865393,107.0,4.925,0
-0.7372773368101242,0.6755902076156601,117.0,5.984999999999999,1
-0.7071067811865477,0.7071067811865474,96.5,4.425000000000001,1
-0.6755902076156605,0.7372773368101239,95.0,4.619999999999999,0
-0.6427876096865396,0.7660444431189778,119.0,5.609999999999999,0
-0.608761429008721,0.7933533402912349,113.0,5.91,0
-0.5735764363510465,0.8191520442889916,109.5,5.475,0
-0.5372996083468234,0.8433914458128859,127.5,6.115,0
-0.49999999999999967,0.8660254037844388,121.5,9.385000000000002,0
-0.4617486132350344,0.8870108331782214,108.5,5.48,1
-0.4226182617407,0.9063077870366497,92.5,4.3149999999999995,0
-0.3826834323650904,0.9238795325112865,84.5,3.805,1
-0.3420201433256686,0.9396926207859084,88.0,4.2,1
-0.300705799504273,0.9537169507482269,72.0,3.275,1
-0.2588190451025207,0.9659258262890683,75.0,3.3899999999999997,1
-0.21643961393810288,0.9762960071199334,61.0,2.5549999999999997,2
-0.1736481776669304,0.984807753012208,52.0,2.355,2
-0.13052619222005257,0.9914448613738103,54.5,2.34,1
-0.08715574274765832,0.9961946980917455,44.5,1.87,2
-0.043619387365336194,0.9990482215818578,40.5,1.68,2
